Mitarbeiter_ID,Durchschnitt,Maximum
83798,23.135874,96.42269
11397,90.28319,90.28319
54466,34.742992,87.308556
20971,0.11151641,0.34095758
48978,0.041843694,0.11575889
87656,0.035311963,0.111084245
53214,0.041432075,0.08373232
92225,0.0015144632,0.0034760921
24542,0.0007578963,0.0030679423
40217,0.00067052874,0.0028800045
25873,0.0011371988,0.0028330986
58571,0.00086209184,0.0026798912
36677,0.0012957443,0.002587619
21003,0.0011690349,0.0025783423
79827,0.0006850743,0.0024853728
42951,0.0014802762,0.0024072863
41963,0.00108248,0.0022507915
98512,0.0009177683,0.002201647
85243,0.0005668756,0.0021413253
41091,0.0008945346,0.0021221244
59131,0.0006801097,0.0021026824
64165,0.00090831827,0.0020391361
99871,0.0009549753,0.0020346236
21152,0.0007257336,0.0020133955
58315,0.0008959095,0.0019944725
42239,0.0008615742,0.0019872028
54057,0.00073773373,0.0019783608
32280,0.00076991785,0.0019414182
33702,0.0010594599,0.0019241235
52516,0.0007595027,0.0019159316
74451,0.0009810841,0.0018984693
98389,0.001179097,0.0018813473
87139,0.0011385354,0.001857726
77140,0.0010800438,0.0018555428
59692,0.00059391424,0.0018336056
97686,0.00103913,0.0018321233
57067,0.0009500417,0.0018245107
61116,0.0008651782,0.0018096601
32312,0.0008481751,0.0017878541
47093,0.00047098697,0.0017822501
30175,0.00071042543,0.0017775466
65193,0.0008943022,0.0017624496
93930,0.0006881733,0.0017593831
89506,0.00091105624,0.0016858242
46211,0.00062936853,0.0016805031
81376,0.0010158581,0.0016549058
88561,0.00052508054,0.0016451639
27612,0.0005536813,0.0016330619
61049,0.00065449445,0.0016235911
45598,0.0008997253,0.0016195056
80776,0.0005999743,0.0016176238
70602,0.0007728112,0.0015976215
29535,0.00095235556,0.001560454
72616,0.00047390675,0.0015573573
92213,0.00071313535,0.0015497922
96563,0.0006783386,0.0015384417
64093,0.0007709071,0.0015258382
17628,0.0010361328,0.0015166868
82529,0.0004577922,0.0015139338
90931,0.00068035786,0.0015120971
71894,0.00082457316,0.00150432
23173,0.00068225834,0.0015010069
17104,0.00054475124,0.0015000695
63620,0.0005728968,0.0014952207
72402,0.0005020112,0.0014839486
57823,0.00061775435,0.001463391
14350,0.00055239885,0.0014626014
71456,0.000600914,0.0014611961
40564,0.0005928928,0.0014520778
29810,0.0009672383,0.0014463313
73956,0.00075555616,0.0014453316
95748,0.00068107713,0.0014323537
96275,0.00066951266,0.0014192676
81999,0.00065961276,0.0014128651
46241,0.0006611428,0.0014036362
37742,0.0006332499,0.0014017874
65069,0.0006042907,0.0013939954
91057,0.00049660465,0.0013897902
38906,0.000685236,0.0013880775
40008,0.000687436,0.0013784096
14705,0.00051633816,0.0013649478
54657,0.0005987101,0.0013635532
41946,0.0008540964,0.0013557835
37332,0.0003514774,0.0013542433
48288,0.00084913376,0.0013500716
92345,0.0005702769,0.0013483334
95922,0.0006438423,0.0013482356
73654,0.0007631805,0.0013416866
19710,0.000514342,0.001338221
95823,0.00063600024,0.0013375244
17894,0.00053867424,0.001335196
66148,0.0005471118,0.0013336943
95426,0.00049765495,0.00132934
99241,0.0006744159,0.0013263655
88983,0.0005605444,0.0013181175
80912,0.00060075964,0.0013146965
59968,0.00042235176,0.0013056217
65571,0.00045323573,0.0013038538
52840,0.0008708935,0.0013036622
78494,0.0005537356,0.0013030769
41635,0.00070795725,0.0013022282
48680,0.00048170483,0.0012903323
32465,0.0006699812,0.0012811691
82199,0.0005918973,0.0012799089
12011,0.00050076196,0.0012735447
50026,0.00043413835,0.0012622862
87607,0.0005031713,0.0012588097
24871,0.0007201627,0.0012580428
64459,0.0006187781,0.0012577501
68944,0.0007807349,0.0012455498
88718,0.0006855614,0.0012455202
40771,0.000511812,0.0012418943
24873,0.0006496937,0.0012405118
25015,0.0004143687,0.0012363063
26551,0.00043546475,0.0012333009
66207,0.00044918896,0.0012186166
89069,0.00052550517,0.0012170231
61645,0.000523422,0.0012104636
12719,0.00083704037,0.001209619
15224,0.00071840174,0.001206246
28705,0.0006479435,0.00120392
78010,0.0005966783,0.001187638
97580,0.0004853351,0.0011808887
71669,0.0004905614,0.001176708
47372,0.0007341413,0.0011763388
28643,0.000569155,0.0011746126
81582,0.00060971855,0.0011735331
62521,0.00036789753,0.0011729815
21970,0.00051485735,0.0011721987
47943,0.0006485964,0.0011671245
91609,0.0006052619,0.0011667216
67963,0.0004139823,0.0011655405
26591,0.000562074,0.0011618218
35787,0.0006453426,0.0011543075
98605,0.0007187724,0.0011539047
75597,0.0005775708,0.001151696
83147,0.0005899929,0.0011477498
64548,0.00065135007,0.0011457049
46414,0.00057327806,0.0011446062
12609,0.00047855746,0.0011352485
81228,0.00035942785,0.001127864
30585,0.000477105,0.0011216919
39466,0.000803194,0.0011212417
54375,0.0003746133,0.0011150739
62488,0.0005920581,0.0011123773
69049,0.0004711435,0.001111229
83920,0.0003864643,0.0011021597
63736,0.00043570853,0.001097171
31562,0.00046525756,0.0010971564
78386,0.0006448881,0.0010897433
96086,0.0005483785,0.0010840828
25194,0.00075519603,0.0010786799
75836,0.00059207185,0.001072818
25866,0.0006332707,0.0010622423
76920,0.00040895154,0.0010586057
18291,0.0006315899,0.001056778
31992,0.0004255645,0.001055059
53443,0.00076233083,0.001054356
30777,0.00067325745,0.0010534745
84531,0.0005370022,0.001051008
84963,0.00053849723,0.0010481343
53379,0.00065913313,0.001044818
25052,0.00060176104,0.0010446875
58942,0.0007488785,0.0010415697
11854,0.00035662213,0.0010407526
30706,0.0006880685,0.001036106
42007,0.00046391724,0.0010358631
60604,0.0004473503,0.0010349595
42780,0.00039328545,0.0010339898
82255,0.0003425169,0.0010324152
73242,0.00047207205,0.0010302151
63523,0.00039010638,0.0010296758
99364,0.00062701345,0.0010255217
78071,0.000484791,0.0010246926
15167,0.0004875573,0.0010240361
13804,0.00044704718,0.0010193699
88139,0.0006263848,0.0010159024
70546,0.00064510066,0.0010096871
10650,0.0005723676,0.0010087535
29594,0.000526781,0.0010043513
99517,0.0006219879,0.0010022129
59808,0.00039626416,0.0010012785
88128,0.00049250375,0.0009990152
13552,0.00036300704,0.0009970079
74332,0.00036224248,0.0009962657
39451,0.00033296688,0.00099129
46410,0.0006867526,0.0009901874
40433,0.0004763309,0.0009897928
19681,0.0005982016,0.0009882507
43466,0.000504184,0.0009852534
11792,0.00045669754,0.000983287
74340,0.000526556,0.0009823834
99705,0.00049749995,0.0009811354
95256,0.00038389795,0.0009777802
55293,0.00047103394,0.00097022014
36574,0.0007494619,0.00096963183
86011,0.0005497516,0.00096703327
50319,0.00034414104,0.0009608539
58457,0.00051007245,0.00095680216
21221,0.00054787495,0.00094701524
45683,0.00048810607,0.00094322424
79621,0.0004289643,0.0009404282
28894,0.00032702574,0.00093991804
73904,0.00042880452,0.00093824236
88697,0.0006247079,0.000935611
69048,0.0004489516,0.00092554017
60196,0.00042958136,0.0009238568
30181,0.00041810796,0.00091639033
23069,0.000324143,0.00091277325
30586,0.0005114607,0.00090469804
54725,0.0006658575,0.00090354605
87014,0.0004957882,0.000903124
47828,0.00041806628,0.00090277183
63841,0.00043842747,0.0008996528
11231,0.0004308091,0.0008910094
76968,0.0006116483,0.0008896449
31772,0.0006201969,0.0008872835
34267,0.00035187716,0.00088387233
94874,0.00036418243,0.00088273693
14480,0.00045639696,0.00088068435
26547,0.00043917875,0.0008736983
40613,0.00042850862,0.0008725492
93606,0.00048063803,0.0008721915
73335,0.00044462286,0.00087209593
14373,0.00045462968,0.00087146234
60968,0.00057612034,0.0008705155
98599,0.0003719417,0.00087009714
87356,0.00045896624,0.000867522
53515,0.00044800955,0.0008580908
11658,0.00048411728,0.0008573227
10772,0.00059083255,0.0008555251
77952,0.0003085716,0.00085347076
78937,0.000489387,0.0008528711
38705,0.00038190125,0.0008485566
89887,0.00026279036,0.0008452435
